Date,Goal,Funds
2026-06-01 00:01:01-0500,7000,23
2026-06-01 01:01:02-0500,7000,23
2026-06-01 02:01:01-0500,7000,23
2026-06-01 03:01:01-0500,7000,23
2026-06-01 04:01:02-0500,7000,28
2026-06-01 05:01:02-0500,7000,69
2026-06-01 06:01:02-0500,7000,93
2026-06-01 07:01:02-0500,7000,107
2026-06-01 08:01:01-0500,7000,132
2026-06-01 09:01:01-0500,7000,132
2026-06-01 10:01:01-0500,7000,132
2026-06-01 11:01:01-0500,7000,132
2026-06-01 12:01:02-0500,7000,132
2026-06-01 13:01:01-0500,7000,182
2026-06-01 14:01:01-0500,7000,187
2026-06-01 15:01:01-0500,7000,192
2026-06-01 16:01:02-0500,7000,192
2026-06-01 17:01:01-0500,7000,197
2026-06-01 18:01:02-0500,7000,197
2026-06-01 19:01:02-0500,7000,202
2026-06-01 20:01:02-0500,7000,202
2026-06-01 21:01:01-0500,7000,202
2026-06-01 22:01:02-0500,7000,202
2026-06-01 23:01:02-0500,7000,202
2026-06-02 00:01:02-0500,7000,212
2026-06-02 01:01:01-0500,7000,212
2026-06-02 02:01:02-0500,7000,212
2026-06-02 03:01:02-0500,7000,212
2026-06-02 04:01:02-0500,7000,217
2026-06-02 05:01:02-0500,7000,368
2026-06-02 06:01:02-0500,7000,368
2026-06-02 07:01:02-0500,7000,368
2026-06-02 08:01:02-0500,7000,368
2026-06-02 09:01:02-0500,7000,368
2026-06-02 10:01:02-0500,7000,368
2026-06-02 11:01:02-0500,7000,368
2026-06-02 12:01:02-0500,7000,368
2026-06-02 13:01:02-0500,7000,368
2026-06-02 14:01:02-0500,7000,368
2026-06-02 15:01:01-0500,7000,368
2026-06-02 16:01:02-0500,7000,368
2026-06-02 17:01:02-0500,7000,368
2026-06-02 18:01:02-0500,7000,373
2026-06-02 19:01:02-0500,7000,373
2026-06-02 20:01:01-0500,7000,373
2026-06-02 21:01:02-0500,7000,373
2026-06-02 22:01:02-0500,7000,378
2026-06-02 23:01:02-0500,7000,378
2026-06-03 00:01:01-0500,7000,378
2026-06-03 01:01:01-0500,7000,383
2026-06-03 02:01:01-0500,7000,383
2026-06-03 03:01:02-0500,7000,383
2026-06-03 04:01:01-0500,7000,426
2026-06-03 05:01:02-0500,7000,458
2026-06-03 06:01:02-0500,7000,458
2026-06-03 07:01:01-0500,7000,458
2026-06-03 08:01:02-0500,7000,458
2026-06-03 09:01:02-0500,7000,458
2026-06-03 10:01:02-0500,7000,458
2026-06-03 11:01:02-0500,7000,458
2026-06-03 12:01:01-0500,7000,458
2026-06-03 13:01:02-0500,7000,458
2026-06-03 14:01:02-0500,7000,458
2026-06-03 15:01:02-0500,7000,458
2026-06-03 16:01:02-0500,7000,458
2026-06-03 17:01:01-0500,7000,458
2026-06-03 18:01:01-0500,7000,463
2026-06-03 19:01:02-0500,7000,463
2026-06-03 20:01:02-0500,7000,463
2026-06-03 21:01:01-0500,7000,463
2026-06-03 22:01:01-0500,7000,463
2026-06-03 23:01:02-0500,7000,463
2026-06-04 00:01:01-0500,7000,463
2026-06-04 01:01:01-0500,7000,463
2026-06-04 02:01:02-0500,7000,463
2026-06-04 03:01:01-0500,7000,463
2026-06-04 04:01:02-0500,7000,502
2026-06-04 05:01:02-0500,7000,523
2026-06-04 06:01:01-0500,7000,538
2026-06-04 07:01:02-0500,7000,538
2026-06-04 08:01:02-0500,7000,538
2026-06-04 09:01:01-0500,7000,539
2026-06-04 10:01:01-0500,7000,544
2026-06-04 11:01:02-0500,7000,544
2026-06-04 12:01:01-0500,7000,544
